国,リーグ,所属クラブ,選手名,出身国,年齢,身長,体重,ポジション,詳細
日本,J1,横浜F・マリノス,木村 凌也,日本,22,187cm,81kg,GK,ゴールキーパー
日本,J1,横浜F・マリノス,トーマス・デン,オーストラリア,28,182cm,75kg,DF,ディフェンダー
日本,J1,横浜F・マリノス,ジェイソン・キニョーネス,コロンビア,27,184cm,78kg,DF,ディフェンダー
日本,J1,横浜F・マリノス,サンディ・ウォルシュ,インドネシア,30,185cm,80kg,DF,ディフェンダー
日本,J1,横浜F・マリノス,加藤 蓮,日本,25,178cm,71kg,DF,ディフェンダー
日本,J1,横浜F・マリノス,鈴木 冬一,日本,25,173cm,65kg,DF,ディフェンダー
日本,J1,横浜F・マリノス,松原 健,日本,32,180cm,75kg,DF,ディフェンダー
日本,J1,横浜F・マリノス,諏訪間 幸成,日本,22,183cm,78kg,DF,ディフェンダー
日本,J1,横浜F・マリノス,埜口 怜乃,日本,18,175cm,68kg,DF,ディフェンダー
日本,J1,横浜F・マリノス,渡辺 皓太,日本,26,165cm,62kg,MF,ミッドフィールダー
日本,J1,横浜F・マリノス,エウベル,ブラジル,31,170cm,68kg,MF,ミッドフィールダー
日本,J1,横浜F・マリノス,喜田 拓也,日本,30,170cm,66kg,MF,ミッドフィールダー
日本,J1,横浜F・マリノス,井上 健太,日本,26,171cm,67kg,MF,ミッドフィールダー
日本,J1,横浜F・マリノス,天野 純,日本,33,175cm,67kg,MF,ミッドフィールダー
日本,J1,横浜F・マリノス,山根 陸,日本,21,173cm,69kg,MF,ミッドフィールダー
日本,J1,横浜F・マリノス,木村 卓斗,日本,24,171cm,68kg,MF,ミッドフィールダー
日本,J1,横浜F・マリノス,望月 耕平,日本,19,173cm,65kg,MF,ミッドフィールダー
日本,J1,横浜F・マリノス,浅田 大翔,日本,17,180cm,73kg,MF,ミッドフィールダー
日本,J1,横浜F・マリノス,遠野 大弥,日本,26,171cm,68kg,FW,フォワード
日本,J1,横浜F・マリノス,ヤン・マテウス,ブラジル,26,166cm,64kg,FW,フォワード
日本,J1,横浜F・マリノス,植中 朝日,日本,23,178cm,72kg,FW,フォワード
日本,J1,横浜F・マリノス,宮市 亮,日本,32,181cm,77kg,FW,フォワード
日本,J1,ファジアーノ岡山,佐々木 雅士,日本,23,185cm,80kg,GK,ゴールキーパー
日本,J1,ファジアーノ岡山,金山 隼樹,日本,37,187cm,82kg,GK,ゴールキーパー
日本,J1,ファジアーノ岡山,川上 康平,日本,24,187cm,80kg,GK,ゴールキーパー
日本,J1,ファジアーノ岡山,スベンド・ブローダーセン,ドイツ,28,187cm,84kg,GK,ゴールキーパー
日本,J1,ファジアーノ岡山,立田 悠悟,日本,27,191cm,83kg,DF,ディフェンダー
日本,J1,ファジアーノ岡山,阿部 海大,日本,25,183cm,78kg,DF,ディフェンダー
日本,J1,ファジアーノ岡山,柳 育崇,日本,30,187cm,83kg,DF,ディフェンダー
日本,J1,ファジアーノ岡山,工藤 孝太,日本,21,180cm,72kg,DF,ディフェンダー
日本,J1,ファジアーノ岡山,田上 大地,日本,32,184cm,83kg,DF,ディフェンダー
日本,J1,ファジアーノ岡山,鷲見 星河,日本,22,184cm,80kg,DF,ディフェンダー
日本,J1,ファジアーノ岡山,鈴木 喜丈,日本,26,184cm,78kg,DF,ディフェンダー
日本,J1,ファジアーノ岡山,藤井 海和,日本,22,175cm,72kg,MF,ミッドフィールダー
日本,J1,ファジアーノ岡山,竹内 涼,日本,34,173cm,67kg,MF,ミッドフィールダー
日本,J1,ファジアーノ岡山,末吉 塁,日本,28,170cm,66kg,MF,ミッドフィールダー
日本,J1,ファジアーノ岡山,江坂 任,日本,33,175cm,67kg,MF,ミッドフィールダー
日本,J1,ファジアーノ岡山,藤田 息吹,日本,34,170cm,68kg,MF,ミッドフィールダー
日本,J1,ファジアーノ岡山,家坂 葉光,日本,22,168cm,64kg,MF,ミッドフィールダー
日本,J1,ファジアーノ岡山,木村 太哉,日本,26,174cm,70kg,MF,ミッドフィールダー
日本,J1,ファジアーノ岡山,神谷 優太,日本,28,176cm,69kg,MF,ミッドフィールダー
日本,J1,ファジアーノ岡山,田部井 涼,日本,25,174cm,70kg,MF,ミッドフィールダー
日本,J1,ファジアーノ岡山,輪笠 祐士,日本,29,173cm,67kg,MF,ミッドフィールダー
日本,J1,ファジアーノ岡山,太田 龍之介,日本,22,174cm,70kg,MF,ミッドフィールダー
日本,J1,ファジアーノ岡山,佐藤 龍之介,日本,18,168cm,60kg,MF,ミッドフィールダー
日本,J1,ファジアーノ岡山,ルカオ,ブラジル,29,186cm,82kg,FW,フォワード
日本,J1,ファジアーノ岡山,グレイソン,ブラジル,25,180cm,78kg,FW,フォワード
日本,J1,ファジアーノ岡山,ブラウン ノア 賢信,カナダ,24,188cm,80kg,FW,フォワード
日本,J1,ファジアーノ岡山,齋藤 恵太,日本,32,180cm,75kg,FW,フォワード
日本,J1,ファジアーノ岡山,岩渕 弘人,日本,27,171cm,67kg,FW,フォワード
日本,J1,FC町田ゼルビア,谷 晃生,日本,24,187cm,84kg,GK,ゴールキーパー
日本,J1,FC町田ゼルビア,守田 達弥,日本,34,191cm,90kg,GK,ゴールキーパー
日本,J1,FC町田ゼルビア,カウン・ゼン・マラ,ミャンマー,22,185cm,75kg,GK,ゴールキーパー
日本,J1,FC町田ゼルビア,新井 栄聡,日本,29,188cm,85kg,GK,ゴールキーパー
日本,J1,FC町田ゼルビア,バーンズ・アントン,日本,21,183cm,78kg,GK,ゴールキーパー
日本,J1,FC町田ゼルビア,昌子 源,日本,32,182cm,76kg,DF,ディフェンダー
日本,J1,FC町田ゼルビア,菊池 流帆,日本,28,188cm,84kg,DF,ディフェンダー
日本,J1,FC町田ゼルビア,イブラヒム・ドレシェヴィッチ,コソボ,28,187cm,81kg,DF,ディフェンダー
日本,J1,FC町田ゼルビア,望月 ヘンリー海輝,日本,24,192cm,85kg,DF,ディフェンダー
日本,J1,FC町田ゼルビア,中山 雄太,日本,28,181cm,75kg,DF,ディフェンダー
日本,J1,FC町田ゼルビア,林 幸多郎,日本,24,175cm,71kg,DF,ディフェンダー
日本,J1,FC町田ゼルビア,岡村 大八,日本,28,183cm,80kg,DF,ディフェンダー
日本,J1,FC町田ゼルビア,奈良坂 巧,日本,22,186cm,76kg,DF,ディフェンダー
日本,J1,FC町田ゼルビア,中村 帆高,日本,28,175cm,71kg,DF,ディフェンダー
日本,J1,FC町田ゼルビア,仙頭 啓矢,日本,30,170cm,68kg,MF,ミッドフィールダー
日本,J1,FC町田ゼルビア,前 寛之,日本,29,173cm,70kg,MF,ミッドフィールダー
日本,J1,FC町田ゼルビア,下田 北斗,日本,33,171cm,67kg,MF,ミッドフィールダー
日本,J1,FC町田ゼルビア,白崎 凌兵,日本,32,180cm,70kg,MF,ミッドフィールダー
日本,J1,FC町田ゼルビア,チャ・ジェフン,韓国,19,178cm,70kg,MF,ミッドフィールダー
日本,J1,FC町田ゼルビア,高崎 天史郎,日本,19,173cm,65kg,MF,ミッドフィールダー
日本,J1,FC町田ゼルビア,バスケス・バイロン,チリ,25,177cm,67kg,MF,ミッドフィールダー
日本,J1,FC町田ゼルビア,樋口 堅,日本,22,175cm,70kg,MF,ミッドフィールダー
日本,J1,FC町田ゼルビア,真也加 チュイ 大夢,日本,18,175cm,70kg,MF,ミッドフィールダー
日本,J1,FC町田ゼルビア,髙橋 大悟,日本,26,168cm,62kg,MF,ミッドフィールダー
日本,J1,FC町田ゼルビア,相馬 勇紀,日本,28,166cm,68kg,FW,フォワード
日本,J1,FC町田ゼルビア,藤尾 翔太,日本,24,181cm,73kg,FW,フォワード
日本,J1,FC町田ゼルビア,ナ・サンホ,韓国,28,173cm,70kg,FW,フォワード
日本,J1,FC町田ゼルビア,エリキ,ブラジル,30,168cm,68kg,FW,フォワード
日本,J1,FC町田ゼルビア,ミッチェル・デューク,オーストラリア,34,186cm,84kg,FW,フォワード
日本,J1,FC町田ゼルビア,西村 拓真,日本,28,178cm,75kg,FW,フォワード
日本,J1,FC町田ゼルビア,沼田 駿也,日本,26,169cm,65kg,FW,フォワード
日本,J1,FC町田ゼルビア,中島 裕希,日本,41,179cm,73kg,FW,フォワード
日本,J1,FC町田ゼルビア,桑山 侃士,日本,22,174cm,70kg,FW,フォワード
日本,J1,FC町田ゼルビア,オ・セフン,韓国,26,193cm,87kg,FW,フォワード
日本,J1,名古屋,シュミット・ダニエル,日本,33,197cm,88kg,GK,ゴールキーパー
日本,J1,名古屋,武田 洋平,日本,38,189cm,83kg,GK,ゴールキーパー
日本,J1,名古屋,杉本 大地,日本,31,186cm,80kg,GK,ゴールキーパー
日本,J1,名古屋,ピサノ・アレックス幸冬堀尾,日本,19,191cm,80kg,GK,ゴールキーパー
日本,J1,名古屋,野上 結貴,日本,34,180cm,72kg,DF,ディフェンダー
日本,J1,名古屋,佐藤 瑶大,日本,26,183cm,80kg,DF,ディフェンダー
日本,J1,名古屋,宮 大樹,日本,29,186cm,83kg,DF,ディフェンダー
日本,J1,名古屋,河面 旺成,日本,31,181cm,75kg,DF,ディフェンダー
日本,J1,名古屋,三國 ケネディエブス,日本,25,192cm,82kg,DF,ディフェンダー
日本,J1,名古屋,徳元 悠平,日本,29,170cm,70kg,DF,ディフェンダー
日本,J1,名古屋,原 輝綺,日本,26,180cm,72kg,DF,ディフェンダー
日本,J1,名古屋,和泉 竜司,日本,31,173cm,67kg,MF,ミッドフィールダー
日本,J1,名古屋,椎橋 慧也,日本,28,177cm,70kg,MF,ミッドフィールダー
日本,J1,名古屋,浅野 雄也,日本,28,171cm,67kg,MF,ミッドフィールダー
日本,J1,名古屋,森島 司,日本,28,175cm,67kg,MF,ミッドフィールダー
日本,J1,名古屋,稲垣 祥,日本,33,175cm,72kg,MF,ミッドフィールダー
日本,J1,名古屋,内田 宅哉,日本,27,177cm,71kg,MF,ミッドフィールダー
日本,J1,名古屋,加藤 玄,日本,22,175cm,68kg,MF,ミッドフィールダー
日本,J1,名古屋,中山 克広,日本,28,177cm,73kg,MF,ミッドフィールダー
日本,J1,名古屋,鈴木 陽人,日本,20,173cm,65kg,MF,ミッドフィールダー
日本,J1,名古屋,菊地 泰智,日本,26,161cm,58kg,MF,ミッドフィールダー
日本,J1,名古屋,小野 雅史,日本,28,169cm,64kg,MF,ミッドフィールダー
日本,J1,名古屋,ホセ・カラバリ,エクアドル,28,171cm,70kg,MF,ミッドフィールダー
日本,J1,名古屋,山中 亮輔,日本,32,171cm,65kg,MF,ミッドフィールダー
日本,J1,名古屋,山岸 祐也,日本,31,183cm,80kg,FW,フォワード
日本,J1,名古屋,永井 謙佑,日本,36,177cm,71kg,FW,フォワード
日本,J1,名古屋,榊原 杏太,日本,23,168cm,62kg,FW,フォワード
日本,J1,名古屋,杉浦 駿吾,日本,19,170cm,63kg,FW,フォワード
日本,J1,名古屋,キャスパー・ユンカー,デンマーク,31,185cm,77kg,FW,フォワード
日本,J1,名古屋,アヴェレーテ・イーブス,日本,22,177cm,70kg,FW,フォワード
日本,J1,名古屋,レレ,ブラジル,27,186cm,85kg,FW,フォワード
日本,J1,ガンバ大阪,一森 純,日本,33,182cm,78kg,GK,ゴールキーパー
日本,J1,ガンバ大阪,東口 順昭,日本,39,184cm,82kg,GK,ゴールキーパー
日本,J1,ガンバ大阪,張 奥林,中国,20,195cm,88kg,GK,ゴールキーパー
日本,J1,ガンバ大阪,荒木 瑠偉,日本,18,185cm,80kg,GK,ゴールキーパー
日本,J1,ガンバ大阪,福岡 将太,日本,29,182cm,77kg,DF,ディフェンダー
日本,J1,ガンバ大阪,半田 陸,日本,23,176cm,67kg,DF,ディフェンダー
日本,J1,ガンバ大阪,黒川 圭介,日本,28,173cm,69kg,DF,ディフェンダー
日本,J1,ガンバ大阪,三浦 弦太,日本,30,183cm,77kg,DF,ディフェンダー
日本,J1,ガンバ大阪,坂 圭祐,日本,30,175cm,73kg,DF,ディフェンダー
日本,J1,ガンバ大阪,岸本 武流,日本,28,174cm,68kg,DF,ディフェンダー
日本,J1,ガンバ大阪,中谷 進之介,日本,29,184cm,79kg,DF,ディフェンダー
日本,J1,ガンバ大阪,江川 湧清,日本,25,180cm,75kg,DF,ディフェンダー
日本,J1,ガンバ大阪,ネタ・ラヴィ,イスラエル,28,177cm,73kg,MF,ミッドフィールダー
日本,J1,ガンバ大阪,食野 亮太郎,日本,27,171cm,68kg,MF,ミッドフィールダー
日本,J1,ガンバ大阪,倉田 秋,日本,36,172cm,68kg,MF,ミッドフィールダー
日本,J1,ガンバ大阪,山田 康太,日本,25,175cm,69kg,MF,ミッドフィールダー
日本,J1,ガンバ大阪,鈴木 徳真,日本,28,169cm,64kg,MF,ミッドフィールダー
日本,J1,ガンバ大阪,松田 陸,日本,26,175cm,70kg,MF,ミッドフィールダー
日本,J1,ガンバ大阪,ダワン,ブラジル,28,176cm,78kg,MF,ミッドフィールダー
日本,J1,ガンバ大阪,美藤 倫,日本,23,178cm,70kg,MF,ミッドフィールダー
日本,J1,ガンバ大阪,中村 仁郎,日本,21,167cm,60kg,MF,ミッドフィールダー
日本,J1,ガンバ大阪,ファン・アラーノ,ブラジル,28,171cm,67kg,MF,ミッドフィールダー
日本,J1,ガンバ大阪,石毛 秀樹,日本,30,168cm,66kg,MF,ミッドフィールダー
日本,J1,ガンバ大阪,宇佐美 貴史,日本,33,178cm,72kg,FW,フォワード
日本,J1,ガンバ大阪,イッサム・ジェバリ,チュニジア,33,186cm,82kg,FW,フォワード
日本,J1,ガンバ大阪,山下 諒也,日本,27,164cm,60kg,FW,フォワード
日本,J1,ガンバ大阪,デニス・ヒュメット,トルコ,28,188cm,80kg,FW,フォワード
日本,J1,ガンバ大阪,唐山 翔自,日本,22,178cm,67kg,FW,フォワード
日本,J1,ガンバ大阪,坂本 一彩,日本,21,173cm,66kg,FW,フォワード
日本,J1,ガンバ大阪,南野 遥海,日本,21,175cm,70kg,FW,フォワード
日本,J1,ガンバ大阪,縄田 岳,日本,22,181cm,74kg,FW,フォワード
日本,J1,ガンバ大阪,ウェリントン・シウバ,ブラジル,32,172cm,70kg,FW,フォワード
日本,J1,セレッソ大阪,福井 光輝,日本,29,184cm,78kg,GK,ゴールキーパー
日本,J1,セレッソ大阪,キム ジンヒョン,韓国,37,192cm,82kg,GK,ゴールキーパー
日本,J1,セレッソ大阪,天飛 駿佑,日本,22,187cm,80kg,GK,ゴールキーパー
日本,J1,セレッソ大阪,中村 拓海,日本,24,178cm,69kg,DF,ディフェンダー
日本,J1,セレッソ大阪,進藤 亮佑,日本,29,181cm,75kg,DF,ディフェンダー
日本,J1,セレッソ大阪,登里 享平,日本,34,168cm,68kg,DF,ディフェンダー
日本,J1,セレッソ大阪,舩木 翔,日本,26,177cm,68kg,DF,ディフェンダー
日本,J1,セレッソ大阪,奥田 勇斗,日本,24,179cm,73kg,DF,ディフェンダー
日本,J1,セレッソ大阪,髙橋 仁胡,日本,19,172cm,65kg,DF,ディフェンダー
日本,J1,セレッソ大阪,ディオン・クールズ,マレーシア,29,185cm,79kg,DF,ディフェンダー
日本,J1,セレッソ大阪,西尾 隆矢,日本,24,180cm,75kg,DF,ディフェンダー
日本,J1,セレッソ大阪,畠中 槙之輔,日本,29,184cm,80kg,DF,ディフェンダー
日本,J1,セレッソ大阪,田中 駿汰,日本,28,183cm,73kg,MF,ミッドフィールダー
日本,J1,セレッソ大阪,上門 知樹,日本,28,166cm,64kg,MF,ミッドフィールダー
日本,J1,セレッソ大阪,香川 真司,日本,36,175cm,68kg,MF,ミッドフィールダー
日本,J1,セレッソ大阪,田中 駿匡,日本,26,173cm,68kg,MF,ミッドフィールダー
日本,J1,セレッソ大阪,奥埜 博亮,日本,35,176cm,70kg,MF,ミッドフィールダー
日本,J1,セレッソ大阪,阪田 澪哉,日本,21,170cm,62kg,MF,ミッドフィールダー
日本,J1,セレッソ大阪,平野 佑一,日本,29,175cm,70kg,MF,ミッドフィールダー
日本,J1,セレッソ大阪,西 宏太,日本,23,171cm,65kg,MF,ミッドフィールダー
日本,J1,セレッソ大阪,柴山 昌也,日本,22,161cm,58kg,MF,ミッドフィールダー
日本,J1,セレッソ大阪,ルーカス・フェルナンデス,ブラジル,31,175cm,70kg,MF,ミッドフィールダー
日本,J1,セレッソ大阪,レオ・セアラ,ブラジル,30,178cm,76kg,FW,フォワード
日本,J1,セレッソ大阪,北野 颯太,日本,20,172cm,60kg,FW,フォワード
日本,J1,セレッソ大阪,ジャルンサック・ウォンコーン,タイ,27,166cm,63kg,FW,フォワード
日本,J1,セレッソ大阪,木村 勇大,日本,24,184cm,78kg,FW,フォワード
日本,J1,セレッソ大阪,ジョルディ・クルークス,ベルギー,31,173cm,67kg,FW,フォワード
日本,J1,ヴィッセル神戸,前川 黛也,日本,30,191cm,86kg,GK,ゴールキーパー
日本,J1,ヴィッセル神戸,新井 章太,日本,36,185cm,85kg,GK,ゴールキーパー
日本,J1,ヴィッセル神戸,ウボング リチャード マンデー,ナイジェリア,19,193cm,83kg,GK,ゴールキーパー
日本,J1,ヴィッセル神戸,パウエル オビンナ 帯,日本,27,192cm,87kg,GK,ゴールキーパー
日本,J1,ヴィッセル神戸,亀田 汰一,日本,17,185cm,78kg,GK,ゴールキーパー
日本,J1,ヴィッセル神戸,マテウス トゥーレル,ブラジル,26,186cm,86kg,DF,ディフェンダー
日本,J1,ヴィッセル神戸,山川 哲史,日本,27,186cm,79kg,DF,ディフェンダー
日本,J1,ヴィッセル神戸,本多 勇喜,日本,34,173cm,72kg,DF,ディフェンダー
日本,J1,ヴィッセル神戸,カエターノ,ブラジル,26,182cm,82kg,DF,ディフェンダー
日本,J1,ヴィッセル神戸,廣瀬 陸斗,日本,29,176cm,68kg,DF,ディフェンダー
日本,J1,ヴィッセル神戸,酒井 高徳,日本,34,176cm,74kg,DF,ディフェンダー
日本,J1,ヴィッセル神戸,岩波 拓也,日本,31,186cm,72kg,DF,ディフェンダー
日本,J1,ヴィッセル神戸,永戸 勝也,日本,30,173cm,72kg,DF,ディフェンダー
日本,J1,ヴィッセル神戸,山田 海斗,日本,19,182cm,70kg,DF,ディフェンダー
日本,J1,ヴィッセル神戸,菊池 流帆,日本,28,188cm,80kg,DF,ディフェンダー
日本,J1,ヴィッセル神戸,小池 裕太,日本,28,173cm,68kg,DF,ディフェンダー
日本,J1,ヴィッセル神戸,本山 遥,日本,26,175cm,68kg,DF,ディフェンダー
日本,J1,ヴィッセル神戸,飯野 七聖,日本,28,172cm,64kg,MF,ミッドフィールダー
日本,J1,ヴィッセル神戸,齊藤 未月,日本,26,166cm,66kg,MF,ミッドフィールダー
日本,J1,ヴィッセル神戸,扇原 貴宏,日本,33,185cm,74kg,MF,ミッドフィールダー
日本,J1,ヴィッセル神戸,山口 蛍,日本,34,173cm,72kg,MF,ミッドフィールダー
日本,J1,ヴィッセル神戸,佐々木 大樹,日本,25,180cm,73kg,MF,ミッドフィールダー
日本,J1,ヴィッセル神戸,汰木 康也,日本,29,183cm,70kg,MF,ミッドフィールダー
日本,J1,ヴィッセル神戸,井手口 陽介,日本,28,171cm,71kg,MF,ミッドフィールダー
日本,J1,ヴィッセル神戸,パトリッキ,ブラジル,28,175cm,71kg,MF,ミッドフィールダー
日本,J1,ヴィッセル神戸,橋本 陸斗,日本,20,166cm,60kg,MF,ミッドフィールダー
日本,J1,ヴィッセル神戸,濱﨑 健斗,日本,18,166cm,60kg,MF,ミッドフィールダー
日本,J1,ヴィッセル神戸,宮代 大聖,日本,25,178cm,73kg,FW,フォワード
日本,J1,ヴィッセル神戸,大迫 勇也,日本,35,184cm,75kg,FW,フォワード
日本,J1,ヴィッセル神戸,武藤 嘉紀,日本,32,179cm,72kg,FW,フォワード
日本,J1,ヴィッセル神戸,ジーン パトリッキ,ブラジル,28,175cm,69kg,FW,フォワード
日本,J1,ヴィッセル神戸,エリック,ブラジル,30,170cm,68kg,FW,フォワード
日本,J1,京都サンガ,ク ソンユン,韓国,31,198cm,92kg,GK,ゴールキーパー
日本,J1,京都サンガ,圍 謙太朗,日本,34,188cm,85kg,GK,ゴールキーパー
日本,J1,京都サンガ,本多 敦,日本,17,184cm,78kg,GK,ゴールキーパー
日本,J1,京都サンガ,福田 心之助,日本,24,171cm,65kg,DF,ディフェンダー
日本,J1,京都サンガ,麻田 将吾,日本,27,185cm,78kg,DF,ディフェンダー
日本,J1,京都サンガ,アピアタウィア 久,日本,26,191cm,85kg,DF,ディフェンダー
日本,J1,京都サンガ,永田 倖大,日本,23,179cm,73kg,DF,ディフェンダー
日本,J1,京都サンガ,須貝 英大,日本,26,173cm,67kg,DF,ディフェンダー
日本,J1,京都サンガ,宮本 優太,日本,25,172cm,68kg,DF,ディフェンダー
日本,J1,京都サンガ,鈴木 義宜,日本,32,183cm,78kg,DF,ディフェンダー
日本,J1,京都サンガ,ジョアン ペドロ,ブラジル,30,175cm,70kg,MF,ミッドフィールダー
日本,J1,京都サンガ,川﨑 颯太,日本,23,171cm,69kg,MF,ミッドフィールダー
日本,J1,京都サンガ,米本 拓司,日本,34,177cm,70kg,MF,ミッドフィールダー
日本,J1,京都サンガ,福岡 慎平,日本,24,171cm,65kg,MF,ミッドフィールダー
日本,J1,京都サンガ,武田 将平,日本,31,173cm,67kg,MF,ミッドフィールダー
日本,J1,京都サンガ,松田 天馬,日本,30,165cm,62kg,MF,ミッドフィールダー
日本,J1,京都サンガ,奥川 雅也,日本,29,176cm,66kg,MF,ミッドフィールダー
日本,J1,京都サンガ,平戸 太貴,日本,28,177cm,68kg,MF,ミッドフィールダー
日本,J1,京都サンガ,佐藤 響,日本,25,165cm,60kg,MF,ミッドフィールダー
日本,J1,京都サンガ,中野 瑠馬,日本,24,171cm,65kg,MF,ミッドフィールダー
日本,J1,京都サンガ,尹 星俊,韓国,18,175cm,68kg,MF,ミッドフィールダー
日本,J1,京都サンガ,ラファエル エリアス,ブラジル,26,183cm,78kg,FW,フォワード
日本,J1,京都サンガ,マルコ トゥーリオ,ブラジル,27,177cm,72kg,FW,フォワード
日本,J1,京都サンガ,原 大智,日本,26,191cm,86kg,FW,フォワード
日本,J1,京都サンガ,平賀 大空,日本,20,173cm,65kg,FW,フォワード
日本,J1,京都サンガ,長沢 駿,日本,36,192cm,82kg,FW,フォワード
日本,J1,京都サンガ,ムリロ コスタ,ブラジル,30,168cm,65kg,FW,フォワード
日本,J1,京都サンガ,酒井 滉生,日本,18,180cm,70kg,FW,フォワード
日本,J1,アビスパ福岡,永石 拓海,日本,29,191cm,86kg,GK,ゴールキーパー
日本,J1,アビスパ福岡,小畑 裕馬,日本,23,185cm,82kg,GK,ゴールキーパー
日本,J1,アビスパ福岡,村上 昌謙,日本,32,185cm,86kg,GK,ゴールキーパー
日本,J1,アビスパ福岡,菅沼 一晃,日本,23,185cm,81kg,GK,ゴールキーパー
日本,J1,アビスパ福岡,湯澤 聖人,日本,31,180cm,75kg,DF,ディフェンダー
日本,J1,アビスパ福岡,奈良 竜樹,日本,31,180cm,77kg,DF,ディフェンダー
日本,J1,アビスパ福岡,井上 聖也,日本,25,177cm,70kg,DF,ディフェンダー
日本,J1,アビスパ福岡,上島 拓巳,日本,28,185cm,80kg,DF,ディフェンダー
日本,J1,アビスパ福岡,小田 逸樹,日本,26,173cm,72kg,DF,ディフェンダー
日本,J1,アビスパ福岡,安藤 智哉,日本,26,184cm,73kg,DF,ディフェンダー
日本,J1,アビスパ福岡,前嶋 洋太,日本,27,178cm,67kg,DF,ディフェンダー
日本,J1,アビスパ福岡,田代 雅也,日本,32,186cm,82kg,DF,ディフェンダー
日本,J1,アビスパ福岡,池田 寿希也,日本,19,180cm,71kg,DF,ディフェンダー
日本,J1,アビスパ福岡,橋本 悠,日本,19,189cm,75kg,DF,ディフェンダー
日本,J1,アビスパ福岡,志知 孝明,日本,31,177cm,70kg,DF,ディフェンダー
日本,J1,アビスパ福岡,重見 柾斗,日本,23,174cm,69kg,MF,ミッドフィールダー
日本,J1,アビスパ福岡,金森 健志,日本,31,171cm,69kg,MF,ミッドフィールダー
日本,J1,アビスパ福岡,紺野 和也,日本,28,161cm,58kg,MF,ミッドフィールダー
日本,J1,アビスパ福岡,見木 友哉,日本,27,173cm,66kg,MF,ミッドフィールダー
