国,リーグ,所属クラブ,選手名,出身国,年齢,身長,体重,ポジション,詳細
日本,J1,アビスパ福岡,秋野 央樹,日本,30,176cm,68kg,MF,ミッドフィールダー
日本,J1,アビスパ福岡,中村 駿,日本,31,178cm,72kg,MF,ミッドフィールダー
日本,J1,アビスパ福岡,平塚 大賀,日本,18,176cm,71kg,MF,ミッドフィールダー
日本,J1,アビスパ福岡,佐藤 颯之介,日本,22,172cm,62kg,MF,ミッドフィールダー
日本,J1,アビスパ福岡,松岡 大起,日本,24,171cm,67kg,MF,ミッドフィールダー
日本,J1,アビスパ福岡,臼井 昭成,日本,19,181cm,66kg,FW,フォワード
日本,J1,アビスパ福岡,城後 寿,日本,39,183cm,75kg,FW,フォワード
日本,J1,アビスパ福岡,ナッシム ベン カリファ,スイス,33,183cm,78kg,FW,フォワード
日本,J1,アビスパ福岡,ウェリントン,ブラジル,37,188cm,90kg,FW,フォワード
日本,J1,アビスパ福岡,岩崎 悠人,日本,27,172cm,69kg,FW,フォワード
日本,J1,アビスパ福岡,藤本 一輝,日本,26,180cm,73kg,FW,フォワード
日本,J1,アビスパ福岡,佐藤 凌我,日本,26,178cm,75kg,FW,フォワード
日本,J1,アビスパ福岡,鶴野 怜樹,日本,24,179cm,70kg,FW,フォワード
日本,J1,アビスパ福岡,前田 一花,日本,19,180cm,70kg,FW,フォワード
日本,J1,アビスパ福岡,サニ ブラウン アブデル ハナン,日本,19,180cm,75kg,FW,フォワード
日本,J1,アビスパ福岡,岩永 アルカ,日本,19,183cm,78kg,FW,フォワード
日本,J1,サンフレッチェ広島,大迫 敬介,日本,25,188cm,87kg,GK,ゴールキーパー
日本,J1,サンフレッチェ広島,田中 雄大,日本,29,188cm,80kg,GK,ゴールキーパー
日本,J1,サンフレッチェ広島,川浪 吾郎,日本,34,192cm,84kg,GK,ゴールキーパー
日本,J1,サンフレッチェ広島,チョン ミンギ,韓国,29,191cm,84kg,GK,ゴールキーパー
日本,J1,サンフレッチェ広島,ヒル 袈依廉,日本,22,194cm,86kg,GK,ゴールキーパー
日本,J1,サンフレッチェ広島,山﨑 大地,日本,24,183cm,78kg,DF,ディフェンダー
日本,J1,サンフレッチェ広島,荒木 隼人,日本,28,186cm,77kg,DF,ディフェンダー
日本,J1,サンフレッチェ広島,新井 直人,日本,28,170cm,66kg,DF,ディフェンダー
日本,J1,サンフレッチェ広島,中野 就斗,日本,25,180cm,72kg,DF,ディフェンダー
日本,J1,サンフレッチェ広島,佐々木 翔,日本,35,176cm,70kg,DF,ディフェンダー
日本,J1,サンフレッチェ広島,イヨハ 理 ヘンリー,日本,27,182cm,78kg,DF,ディフェンダー
日本,J1,サンフレッチェ広島,塩谷 司,日本,36,182cm,80kg,DF,ディフェンダー
日本,J1,サンフレッチェ広島,松本 大弥,日本,24,180cm,73kg,MF,ミッドフィールダー
日本,J1,サンフレッチェ広島,川辺 駿,日本,29,178cm,72kg,MF,ミッドフィールダー
日本,J1,サンフレッチェ広島,マルコス ジュニオール,ブラジル,32,167cm,64kg,MF,ミッドフィールダー
日本,J1,サンフレッチェ広島,田中 聡,日本,22,174cm,70kg,MF,ミッドフィールダー
日本,J1,サンフレッチェ広島,菅 大輝,日本,26,171cm,69kg,MF,ミッドフィールダー
日本,J1,サンフレッチェ広島,井上 潮音,日本,27,167cm,63kg,MF,ミッドフィールダー
日本,J1,サンフレッチェ広島,東 俊希,日本,24,180cm,70kg,MF,ミッドフィールダー
日本,J1,サンフレッチェ広島,茶島 雄介,日本,34,166cm,60kg,MF,ミッドフィールダー
日本,J1,サンフレッチェ広島,トルガイ アルスラン,ドイツ,34,174cm,74kg,MF,ミッドフィールダー
日本,J1,サンフレッチェ広島,越道 草太,日本,21,175cm,68kg,MF,ミッドフィールダー
日本,J1,サンフレッチェ広島,中島 洋太朗,日本,19,172cm,68kg,MF,ミッドフィールダー
日本,J1,サンフレッチェ広島,小原 基樹,日本,25,170cm,66kg,MF,ミッドフィールダー
日本,J1,サンフレッチェ広島,仙波 大志,日本,25,165cm,60kg,MF,ミッドフィールダー
日本,J1,サンフレッチェ広島,ジャーメイン 良,日本,30,182cm,75kg,FW,フォワード
日本,J1,サンフレッチェ広島,満田 誠,日本,25,170cm,66kg,FW,フォワード
日本,J1,サンフレッチェ広島,木下 康介,日本,30,188cm,72kg,FW,フォワード
日本,J1,サンフレッチェ広島,井上 愛簾,日本,18,177cm,69kg,FW,フォワード
日本,J1,サンフレッチェ広島,中村 草太,日本,22,168cm,64kg,FW,フォワード
日本,J1,サンフレッチェ広島,前田 直輝,日本,30,175cm,66kg,FW,フォワード
日本,J1,サンフレッチェ広島,加藤 陸次樹,日本,27,178cm,69kg,FW,フォワード
日本,J1,サンフレッチェ広島,ヴァレール ジェルマン,フランス,35,180cm,73kg,FW,フォワード
日本,J1,清水エスパルス,沖 悠哉,日本,25,186cm,83kg,GK,ゴールキーパー
日本,J1,清水エスパルス,梅田 透吾,日本,24,184cm,79kg,GK,ゴールキーパー
日本,J1,清水エスパルス,阿部 諒弥,日本,24,193cm,75kg,GK,ゴールキーパー
日本,J1,清水エスパルス,佐々木 智太郎,日本,18,188cm,75kg,GK,ゴールキーパー
日本,J1,清水エスパルス,猪越 優惟,日本,24,185cm,81kg,GK,ゴールキーパー
日本,J1,清水エスパルス,高橋 祐治,日本,32,187cm,80kg,DF,ディフェンダー
日本,J1,清水エスパルス,蓮川 壮大,日本,27,182cm,82kg,DF,ディフェンダー
日本,J1,清水エスパルス,北爪 健吾,日本,33,177cm,73kg,DF,ディフェンダー
日本,J1,清水エスパルス,山原 怜音,日本,26,165cm,66kg,DF,ディフェンダー
日本,J1,清水エスパルス,監物 拓歩,日本,25,188cm,83kg,DF,ディフェンダー
日本,J1,清水エスパルス,マテウス ブルネッティ,ブラジル,26,187cm,83kg,DF,ディフェンダー
日本,J1,清水エスパルス,吉田 豊,日本,35,167cm,72kg,DF,ディフェンダー
日本,J1,清水エスパルス,日髙 華杜,日本,22,176cm,72kg,DF,ディフェンダー
日本,J1,清水エスパルス,羽田 健人,日本,27,185cm,80kg,DF,ディフェンダー
日本,J1,清水エスパルス,岩永 京剛,日本,18,181cm,75kg,DF,ディフェンダー
日本,J1,清水エスパルス,岩尾 健琉,日本,18,179cm,71kg,DF,ディフェンダー
日本,J1,清水エスパルス,住吉 ジェラニレショーン,日本,27,183cm,84kg,DF,ディフェンダー
日本,J1,清水エスパルス,高木 践,日本,23,173cm,70kg,DF,ディフェンダー
日本,J1,清水エスパルス,宮本 航汰,日本,29,177cm,73kg,MF,ミッドフィールダー
日本,J1,清水エスパルス,カピシャーバ,ブラジル,28,170cm,64kg,MF,ミッドフィールダー
日本,J1,清水エスパルス,小塚 和季,日本,30,173cm,68kg,MF,ミッドフィールダー
日本,J1,清水エスパルス,中原 輝,日本,28,169cm,66kg,MF,ミッドフィールダー
日本,J1,清水エスパルス,弓場 将輝,日本,23,175cm,69kg,MF,ミッドフィールダー
日本,J1,清水エスパルス,松崎 快,日本,27,172cm,70kg,MF,ミッドフィールダー
日本,J1,清水エスパルス,矢島 慎也,日本,31,174cm,70kg,MF,ミッドフィールダー
日本,J1,清水エスパルス,乾 貴士,日本,37,169cm,63kg,MF,ミッドフィールダー
日本,J1,清水エスパルス,宇野 禅斗,日本,21,176cm,75kg,MF,ミッドフィールダー
日本,J1,清水エスパルス,大畑 凜生,日本,22,173cm,68kg,MF,ミッドフィールダー
日本,J1,清水エスパルス,土居 佑至,日本,18,172cm,65kg,MF,ミッドフィールダー
日本,J1,清水エスパルス,針生 涼太,日本,18,173cm,64kg,MF,ミッドフィールダー
日本,J1,清水エスパルス,嶋本 悠大,日本,18,180cm,69kg,MF,ミッドフィールダー
日本,J1,清水エスパルス,小竹 知恩,日本,19,181cm,80kg,MF,ミッドフィールダー
日本,J1,清水エスパルス,西原 源樹,日本,18,180cm,70kg,MF,ミッドフィールダー
日本,J1,清水エスパルス,マテウス ブエノ,ブラジル,26,178cm,79kg,MF,ミッドフィールダー
日本,J1,清水エスパルス,齊藤 聖七,日本,24,171cm,66kg,FW,フォワード
日本,J1,清水エスパルス,北川 航也,日本,28,180cm,74kg,FW,フォワード
日本,J1,清水エスパルス,郡司 璃来,日本,19,176cm,72kg,FW,フォワード
日本,J1,清水エスパルス,ドウグラス タンキ,ブラジル,31,188cm,92kg,FW,フォワード
日本,J1,アルビレックス新潟,藤田 和輝,日本,24,186cm,85kg,GK,ゴールキーパー
日本,J1,アルビレックス新潟,田代 琉我,日本,26,183cm,80kg,GK,ゴールキーパー
日本,J1,アルビレックス新潟,吉満 大介,日本,32,183cm,80kg,GK,ゴールキーパー
日本,J1,アルビレックス新潟,内山 翔太,日本,18,187cm,80kg,GK,ゴールキーパー
日本,J1,アルビレックス新潟,ジェイソン ゲリア,オーストラリア,32,171cm,70kg,DF,ディフェンダー
日本,J1,アルビレックス新潟,稲村 隼翔,日本,23,184cm,80kg,DF,ディフェンダー
日本,J1,アルビレックス新潟,岡本 將成,日本,25,188cm,80kg,DF,ディフェンダー
日本,J1,アルビレックス新潟,舞行龍ジェームズ,日本,36,182cm,80kg,DF,ディフェンダー
日本,J1,アルビレックス新潟,早川 史哉,日本,31,173cm,67kg,DF,ディフェンダー
日本,J1,アルビレックス新潟,堀米 悠斗,日本,30,168cm,65kg,DF,ディフェンダー
日本,J1,アルビレックス新潟,千葉 和彦,日本,40,183cm,77kg,DF,ディフェンダー
日本,J1,アルビレックス新潟,森 昂大,日本,23,182cm,78kg,DF,ディフェンダー
日本,J1,アルビレックス新潟,橋本 健人,日本,25,178cm,70kg,DF,ディフェンダー
日本,J1,アルビレックス新潟,秋山 裕紀,日本,24,173cm,68kg,MF,ミッドフィールダー
日本,J1,アルビレックス新潟,宮本 英治,日本,26,178cm,71kg,MF,ミッドフィールダー
日本,J1,アルビレックス新潟,ダニーロ ゴメス,ブラジル,26,176cm,70kg,MF,ミッドフィールダー
日本,J1,アルビレックス新潟,落合 陸,日本,26,177cm,67kg,MF,ミッドフィールダー
日本,J1,アルビレックス新潟,星 雄次,日本,32,170cm,65kg,MF,ミッドフィールダー
日本,J1,アルビレックス新潟,ミゲル シルヴェイラ,ブラジル,22,178cm,70kg,MF,ミッドフィールダー
日本,J1,アルビレックス新潟,新井 泰貴,日本,28,175cm,70kg,MF,ミッドフィールダー
日本,J1,アルビレックス新潟,藤原 奏哉,日本,29,170cm,67kg,MF,ミッドフィールダー
日本,J1,アルビレックス新潟,奥村 仁,日本,24,167cm,61kg,MF,ミッドフィールダー
日本,J1,アルビレックス新潟,高木 善朗,日本,32,170cm,65kg,MF,ミッドフィールダー
日本,J1,アルビレックス新潟,長谷川 元希,日本,26,178cm,70kg,MF,ミッドフィールダー
日本,J1,アルビレックス新潟,笠井 佳祐,日本,22,172cm,68kg,MF,ミッドフィールダー
日本,J1,アルビレックス新潟,大竹 優心,日本,19,165cm,60kg,MF,ミッドフィールダー
日本,J1,アルビレックス新潟,谷口 海斗,日本,29,177cm,70kg,FW,フォワード
日本,J1,アルビレックス新潟,矢村 健,日本,28,168cm,66kg,FW,フォワード
日本,J1,アルビレックス新潟,小見 洋太,日本,22,169cm,64kg,FW,フォワード
日本,J1,アルビレックス新潟,若月 大和,日本,23,170cm,62kg,FW,フォワード
日本,J1,アルビレックス新潟,太田 修介,日本,29,178cm,70kg,FW,フォワード
日本,J1,アルビレックス新潟,小野 裕二,日本,32,170cm,69kg,FW,フォワード
日本,J2,ジェフユナイテッド市原・千葉,薄井 覇斗,日本,25,185cm,80kg,GK,ゴールキーパー
日本,J2,ジェフユナイテッド市原・千葉,鈴木 椋大,日本,31,191cm,91kg,GK,ゴールキーパー
日本,J2,ジェフユナイテッド市原・千葉,岡本 享也,日本,30,183cm,78kg,GK,ゴールキーパー
日本,J2,ジェフユナイテッド市原・千葉,若原 智哉,日本,25,185cm,78kg,GK,ゴールキーパー
日本,J2,ジェフユナイテッド市原・千葉,久保庭 良太,日本,23,181cm,78kg,DF,ディフェンダー
日本,J2,ジェフユナイテッド市原・千葉,米倉 恒貴,日本,37,177cm,73kg,DF,ディフェンダー
日本,J2,ジェフユナイテッド市原・千葉,鈴木 大輔,日本,35,182cm,78kg,DF,ディフェンダー
日本,J2,ジェフユナイテッド市原・千葉,前 貴之,日本,31,178cm,71kg,DF,ディフェンダー
日本,J2,ジェフユナイテッド市原・千葉,鳥海 晃司,日本,30,181cm,71kg,DF,ディフェンダー
日本,J2,ジェフユナイテッド市原・千葉,植田 悠太,日本,20,175cm,68kg,DF,ディフェンダー
日本,J2,ジェフユナイテッド市原・千葉,河野 貴志,日本,29,178cm,70kg,DF,ディフェンダー
日本,J2,ジェフユナイテッド市原・千葉,松田 陸,日本,26,177cm,75kg,DF,ディフェンダー
日本,J2,ジェフユナイテッド市原・千葉,谷田 壮志朗,日本,19,183cm,75kg,DF,ディフェンダー
日本,J2,ジェフユナイテッド市原・千葉,髙橋 壱晟,日本,27,180cm,70kg,MF,ミッドフィールダー
日本,J2,ジェフユナイテッド市原・千葉,田口 泰士,日本,34,176cm,70kg,MF,ミッドフィールダー
日本,J2,ジェフユナイテッド市原・千葉,小林 祐介,日本,30,172cm,68kg,MF,ミッドフィールダー
日本,J2,ジェフユナイテッド市原・千葉,エドゥアルド,ブラジル,28,185cm,80kg,MF,ミッドフィールダー
日本,J2,ジェフユナイテッド市原・千葉,風間 宏矢,日本,32,180cm,70kg,MF,ミッドフィールダー
日本,J2,ジェフユナイテッド市原・千葉,横山 暁之,日本,28,179cm,71kg,MF,ミッドフィールダー
日本,J2,ジェフユナイテッド市原・千葉,椿 直起,日本,25,172cm,65kg,MF,ミッドフィールダー
日本,J2,ジェフユナイテッド市原・千葉,杉山 直宏,日本,26,168cm,64kg,MF,ミッドフィールダー
日本,J2,ジェフユナイテッド市原・千葉,安井 拓也,日本,26,174cm,66kg,MF,ミッドフィールダー
日本,J2,ジェフユナイテッド市原・千葉,岩井 琢朗,日本,22,170cm,63kg,MF,ミッドフィールダー
日本,J2,ジェフユナイテッド市原・千葉,猪狩 祐真,日本,22,174cm,65kg,MF,ミッドフィールダー
日本,J2,ジェフユナイテッド市原・千葉,吉田 源太郎,日本,24,170cm,63kg,MF,ミッドフィールダー
日本,J2,ジェフユナイテッド市原・千葉,品田 愛斗,日本,25,178cm,69kg,MF,ミッドフィールダー
日本,J2,ジェフユナイテッド市原・千葉,日高 大,日本,30,173cm,68kg,MF,ミッドフィールダー
日本,J2,ジェフユナイテッド市原・千葉,田中 和樹,日本,25,172cm,68kg,FW,フォワード
日本,J2,ジェフユナイテッド市原・千葉,呉屋 大翔,日本,31,177cm,70kg,FW,フォワード
日本,J2,ジェフユナイテッド市原・千葉,林 誠道,日本,29,178cm,70kg,FW,フォワード
日本,J2,ジェフユナイテッド市原・千葉,石川 大地,日本,29,181cm,80kg,FW,フォワード
日本,J2,ジェフユナイテッド市原・千葉,デリキ,ブラジル,27,185cm,85kg,FW,フォワード
日本,J2,RB大宮アルディージャ,笠原 昂史,日本,36,191cm,91kg,GK,ゴールキーパー
日本,J2,RB大宮アルディージャ,加藤 有輝,日本,28,189cm,83kg,GK,ゴールキーパー
日本,J2,RB大宮アルディージャ,志村 滉,日本,29,180cm,78kg,GK,ゴールキーパー
日本,J2,RB大宮アルディージャ,坪井 湧也,日本,25,183cm,79kg,GK,ゴールキーパー
日本,J2,RB大宮アルディージャ,市原 吏音,日本,19,183cm,80kg,DF,ディフェンダー
日本,J2,RB大宮アルディージャ,浦上 仁騎,日本,28,182cm,78kg,DF,ディフェンダー
日本,J2,RB大宮アルディージャ,イヨハ 理 ヘンリー,日本,27,181cm,78kg,DF,ディフェンダー
日本,J2,RB大宮アルディージャ,安光 将作,アメリカ,25,170cm,67kg,DF,ディフェンダー
日本,J2,RB大宮アルディージャ,下口 稚葉,日本,27,180cm,75kg,DF,ディフェンダー
日本,J2,RB大宮アルディージャ,茂木 力也,日本,28,174cm,72kg,DF,ディフェンダー
日本,J2,RB大宮アルディージャ,濱田 水輝,アメリカ,35,185cm,80kg,DF,ディフェンダー
日本,J2,RB大宮アルディージャ,村上 陽介,日本,23,178cm,75kg,DF,ディフェンダー
日本,J2,RB大宮アルディージャ,関口 凱心,日本,23,175cm,72kg,DF,ディフェンダー
日本,J2,RB大宮アルディージャ,福井 啓太,日本,23,177cm,75kg,DF,ディフェンダー
日本,J2,RB大宮アルディージャ,ガブリエウ,ブラジル,30,183cm,80kg,DF,ディフェンダー
日本,J2,RB大宮アルディージャ,石川 俊輝,日本,33,178cm,73kg,MF,ミッドフィールダー
日本,J2,RB大宮アルディージャ,小島 幹敏,日本,28,177cm,68kg,MF,ミッドフィールダー
日本,J2,RB大宮アルディージャ,泉 柊椰,日本,24,174cm,67kg,MF,ミッドフィールダー
日本,J2,RB大宮アルディージャ,中山 昂大,日本,22,176cm,68kg,MF,ミッドフィールダー
日本,J2,RB大宮アルディージャ,中野 克哉,日本,28,168cm,65kg,MF,ミッドフィールダー
日本,J2,RB大宮アルディージャ,津久井 匠海,日本,23,178cm,70kg,MF,ミッドフィールダー
日本,J2,RB大宮アルディージャ,アルトゥール シルバ,ブラジル,30,177cm,70kg,MF,ミッドフィールダー
日本,J2,RB大宮アルディージャ,阿部 来誠,日本,20,170cm,65kg,MF,ミッドフィールダー
日本,J2,RB大宮アルディージャ,和田 拓也,日本,34,170cm,68kg,MF,ミッドフィールダー
日本,J2,RB大宮アルディージャ,谷内田 哲平,日本,23,170cm,65kg,MF,ミッドフィールダー
日本,J2,RB大宮アルディージャ,ファビアン ゴンザレス,コロンビア,32,187cm,80kg,FW,フォワード
日本,J2,RB大宮アルディージャ,豊川 雄太,日本,30,173cm,65kg,FW,フォワード
日本,J2,RB大宮アルディージャ,杉本 健勇,日本,32,187cm,79kg,FW,フォワード
日本,J2,RB大宮アルディージャ,富山 貴光,日本,34,180cm,75kg,FW,フォワード
日本,J2,RB大宮アルディージャ,カプリーニ,ブラジル,27,175cm,68kg,FW,フォワード
日本,J2,RB大宮アルディージャ,藤井 一志,日本,23,173cm,68kg,FW,フォワード
日本,J2,RB大宮アルディージャ,磯﨑 麻玖,日本,19,178cm,70kg,FW,フォワード
日本,J2,RB大宮アルディージャ,オリオラ サンデー,ナイジェリア,22,187cm,80kg,FW,フォワード
日本,J2,V・ファーレン長崎,富澤 雅也,日本,31,188cm,76kg,GK,ゴールキーパー
日本,J2,V・ファーレン長崎,後藤 雅明,日本,31,191cm,86kg,GK,ゴールキーパー
日本,J2,V・ファーレン長崎,井岡 海都,日本,27,185cm,80kg,GK,ゴールキーパー
日本,J2,V・ファーレン長崎,原田 岳,日本,27,187cm,83kg,GK,ゴールキーパー
日本,J2,V・ファーレン長崎,飯尾 竜太朗,日本,34,179cm,73kg,DF,ディフェンダー
日本,J2,V・ファーレン長崎,関口 正大,日本,27,169cm,66kg,DF,ディフェンダー
日本,J2,V・ファーレン長崎,エドゥアルド,ブラジル,32,185cm,86kg,DF,ディフェンダー
日本,J2,V・ファーレン長崎,岡野 洵,日本,27,185cm,78kg,DF,ディフェンダー
日本,J2,V・ファーレン長崎,高畑 奎汰,日本,24,176cm,71kg,DF,ディフェンダー
日本,J2,V・ファーレン長崎,米田 隼也,日本,29,170cm,65kg,DF,ディフェンダー
日本,J2,V・ファーレン長崎,櫛引 一紀,日本,32,180cm,75kg,DF,ディフェンダー
日本,J2,V・ファーレン長崎,新井 一耀,日本,31,186cm,78kg,DF,ディフェンダー
日本,J2,V・ファーレン長崎,田所 莉旺,日本,19,178cm,73kg,DF,ディフェンダー
日本,J2,V・ファーレン長崎,江川 湧清,日本,24,178cm,70kg,DF,ディフェンダー
日本,J2,V・ファーレン長崎,照山 颯人,日本,24,183cm,78kg,DF,ディフェンダー
日本,J2,V・ファーレン長崎,山口 蛍,日本,34,173cm,72kg,MF,ミッドフィールダー
日本,J2,V・ファーレン長崎,安部 大晴,日本,21,173cm,65kg,MF,ミッドフィールダー
日本,J2,V・ファーレン長崎,マルコス ギリェルメ,ブラジル,29,170cm,64kg,MF,ミッドフィールダー
日本,J2,V・ファーレン長崎,増山 朝陽,日本,28,173cm,71kg,MF,ミッドフィールダー
日本,J2,V・ファーレン長崎,マテウス ジェズス,ブラジル,28,187cm,90kg,MF,ミッドフィールダー
日本,J2,V・ファーレン長崎,加藤 大,日本,34,174cm,70kg,MF,ミッドフィールダー
日本,J2,V・ファーレン長崎,名倉 巧,日本,27,168cm,63kg,MF,ミッドフィールダー
日本,J2,V・ファーレン長崎,エメルソン,ブラジル,25,178cm,75kg,MF,ミッドフィールダー
日本,J2,V・ファーレン長崎,澤田 崇,日本,34,166cm,62kg,MF,ミッドフィールダー
日本,J2,V・ファーレン長崎,中村 慶太,日本,32,178cm,70kg,MF,ミッドフィールダー
日本,J2,V・ファーレン長崎,西村 蓮音,日本,20,175cm,68kg,MF,ミッドフィールダー
日本,J2,V・ファーレン長崎,山田 陸,日本,27,175cm,69kg,MF,ミッドフィールダー
日本,J2,V・ファーレン長崎,笠柳 翼,日本,22,173cm,67kg,MF,ミッドフィールダー
日本,J2,V・ファーレン長崎,松本 天夢,日本,22,180cm,72kg,MF,ミッドフィールダー
日本,J2,V・ファーレン長崎,齋藤 遼太,日本,23,172cm,67kg,MF,ミッドフィールダー
日本,J2,V・ファーレン長崎,青木 俊輔,日本,22,170cm,64kg,MF,ミッドフィールダー
日本,J2,V・ファーレン長崎,フアンマ デルガド,スペイン,34,188cm,85kg,FW,フォワード
日本,J2,V・ファーレン長崎,エジガル ジュニオ,ブラジル,34,182cm,78kg,FW,フォワード
日本,J2,V・ファーレン長崎,山﨑 凌吾,日本,32,187cm,80kg,FW,フォワード
日本,J2,V・ファーレン長崎,七牟禮 蒼杜,日本,19,183cm,72kg,FW,フォワード
日本,J2,水戸ホーリーホック,松原 修平,日本,32,185cm,87kg,GK,ゴールキーパー
日本,J2,水戸ホーリーホック,松山 健太,日本,26,189cm,82kg,GK,ゴールキーパー
日本,J2,水戸ホーリーホック,春名 竜聖,日本,23,183cm,78kg,GK,ゴールキーパー
日本,J2,水戸ホーリーホック,早川 ウワブライト,ナイジェリア,19,190cm,85kg,GK,ゴールキーパー
日本,J2,水戸ホーリーホック,飯泉 涼矢,日本,29,183cm,78kg,DF,ディフェンダー
日本,J2,水戸ホーリーホック,牛澤 健,日本,24,181cm,78kg,DF,ディフェンダー
日本,J2,水戸ホーリーホック,知念 哲矢,日本,27,178cm,73kg,DF,ディフェンダー
日本,J2,水戸ホーリーホック,飯田 貴敬,日本,30,178cm,70kg,DF,ディフェンダー
日本,J2,水戸ホーリーホック,大崎 航詩,日本,27,175cm,72kg,DF,ディフェンダー
日本,J2,水戸ホーリーホック,村田 航一,日本,28,176cm,70kg,DF,ディフェンダー
日本,J2,水戸ホーリーホック,沖田 空,日本,22,180cm,75kg,DF,ディフェンダー
日本,J2,水戸ホーリーホック,内田 優晟,日本,21,180cm,73kg,DF,ディフェンダー
日本,J2,水戸ホーリーホック,長尾 優斗,日本,23,170cm,63kg,DF,ディフェンダー
日本,J2,水戸ホーリーホック,大森 渚生,日本,26,170cm,67kg,DF,ディフェンダー
日本,J2,水戸ホーリーホック,尾野 優日,日本,22,176cm,70kg,DF,ディフェンダー
日本,J2,水戸ホーリーホック,芦部 晃生,日本,24,181cm,75kg,DF,ディフェンダー
日本,J2,水戸ホーリーホック,野瀬 龍世,日本,24,170cm,66kg,MF,ミッドフィールダー
日本,J2,水戸ホーリーホック,前田 椋介,日本,27,171cm,67kg,MF,ミッドフィールダー
日本,J2,水戸ホーリーホック,杉浦 文哉,日本,26,167cm,63kg,MF,ミッドフィールダー
